categories 1,categories 2
Food,Local Flavor
Food,"Desserts, Bakery"
Food,"Restaurants, Barbeque"
"Night Life, Attraction","Bars, Art Galleries"
Food,"Snacks, Ice Cream & Frozen Yogurt"
Food,Bakery
Food,Bakery
Food,Fast Food
Food,Desserts
Food,Fast Food
Food,Desserts
"Active Life, Arts&Entertainment, Food","Adult Education, Local Flavor, Social Clubs"
Food,Fast Food
Food,"American, Mexican"
Night Life,Bars
Food,American
Food,American
Food,Japanese
Food,Seafood
Food,American
Food,"Desserts, Bakery"
"Night Life, Food","American, Pubs"
Food,"European, Pizza"
Food,Asian
Night Life,Lounges
Food,"Coffee & Tea, Deli"
Food,Mexican
Food,"Deli, Fast Food"
Food,"Deli, Fast Food"
Food,Restaurants
Food,Fast Food
Food,Fast Food
Food,American
Food,Fast Food
"Night Life, Food","Japanese, Lounges"
Food,American
"Night Life, Food","Bars, American, Gastropubs"
"Night Life, Food","Wine Bars, Desserts, European"
"Night Life, Active Life","Bars, Bowling"
Food,French
Food,"American, Fast Food"
"Night Life, Food","Wine Bars, Tapas, French"
Food,"Healthy, Breakfast & Brunch, Fast Food"
Food,"Breakfast & Brunch, Fast Food"
Food,Mexican
Food,Mexican
Food,"Healthy, American, Fast Food"
Food,Mexican
Food,"European, Pizza, Fast Food"
Food,Desserts
Food,"American, Fast Food"
Food,"Healthy, Fast Food"
Food,"Deli, Fast Food"
Food,"Deli, Fast Food"
Food,"Healthy, Desserts, Pizza"
Food,"Breakfast & Brunch, American, Fast Food"
Food,"Coffee & Tea, Deli"
Food,"Coffee & Tea, Fast Food"
Food,"Asian, Chinese"
Food,Fast Food
Food,Fast Food
Food,American
Food,Fast Food
"Attractions, Food","American, Venues & Event Spaces"
Food,Mexican
Food,Caf??
Food,"Breakfast & Brunch, American, Fast Food"
"Night Life, Food","Tapas, Lounges"
Food,"Coffee & Tea, Fast Food"
Food,Fast Food
Food,"Restaurants, American, Fast Food"
Food,American
Food,"Desserts, Bakery"
Food,Caribbean
Food,"Chinese, American, Japanese"
Attraction,Landmarks & Historical Buildings
"Arts&Entertainment, Food","Arts & Entertainment, Local Flavor"
Food,American
Food,Seafood
Food,"Fast Food, South Asian"
Food,Local Flavor
"Shopping, Food","Organic Stores, Healthy, Desserts"
Food,Fast Food
Food,Fast Food
Food,American
Food,Bakery
Food,Local Flavor
Food,"Desserts, Bakery"
Food,"Restaurants, Barbeque"
"Night Life, Attraction","Bars, Art Galleries"
Food,"Snacks, Ice Cream & Frozen Yogurt"
Food,Bakery
Food,Bakery
Food,Fast Food
Food,Desserts
Food,Fast Food
Food,Desserts
"Active Life, Arts&Entertainment, Food","Adult Education, Local Flavor, Social Clubs"
Food,Fast Food
Food,"American, Mexican"
Night Life,Bars
Food,American
Food,American
Food,Japanese
Food,Seafood
Food,American
Food,"Desserts, Bakery"
Food,American
Food,Fast Food
"Attractions, Food","American, Venues & Event Spaces"
Food,Mexican
Food,Caf??
Food,"Breakfast & Brunch, American, Fast Food"
"Night Life, Food","Tapas, Lounges"
Food,"Coffee & Tea, Fast Food"
Food,Fast Food
Food,Mexican
Food,American
"Attractions, Food","American, Venues & Event Spaces"
Food,Fast Food
Food,Mexican
Food,Caf??
Food,"Breakfast & Brunch, American, Fast Food"
"Night Life, Food","Tapas, Lounges"
Food,"Coffee & Tea, Fast Food"
Food,Fast Food
Food,"Restaurants, American, Fast Food"
Food,American
Food,"Desserts, Bakery"
Food,Caribbean
Food,"Chinese, American, Japanese"
Attraction,Landmarks & Historical Buildings
"Arts&Entertainment, Food","Arts & Entertainment, Local Flavor"
Food,American
Food,Seafood
Food,"Fast Food, South Asian"
Food,Local Flavor
"Shopping, Food","Organic Stores, Healthy, Desserts"
Food,Fast Food
Food,Fast Food
Food,American
Food,Bakery
Food,Local Flavor
Food,"Desserts, Bakery"
Food,"Restaurants, Barbeque"
"Night Life, Attraction","Bars, Art Galleries"
Food,"Snacks, Ice Cream & Frozen Yogurt"
Food,Bakery
Food,Bakery
Food,Fast Food
Food,Desserts
Food,Fast Food
Food,Desserts
"Active Life, Arts&Entertainment, Food","Adult Education, Local Flavor, Social Clubs"
Food,Fast Food
Food,"American, Mexican"
Night Life,Bars
Food,American
Food,American
Food,Japanese
Food,Seafood
Food,American
Food,"Desserts, Bakery"
Food,"Restaurants, American, Fast Food"
Food,American
Food,"Desserts, Bakery"
Food,Caribbean
Food,"Chinese, American, Japanese"
Attraction,Landmarks & Historical Buildings
"Arts&Entertainment, Food","Arts & Entertainment, Local Flavor"
Food,American
Food,Seafood
Food,"Fast Food, South Asian"
Food,Local Flavor
"Shopping, Food","Organic Stores, Healthy, Desserts"
Food,Fast Food
Food,Fast Food
Food,American
Food,Bakery
Food,Local Flavor
Food,"Desserts, Bakery"
Food,"Restaurants, Barbeque"
"Night Life, Attraction","Bars, Art Galleries"
Food,"Snacks, Ice Cream & Frozen Yogurt"
Food,Bakery
Food,Bakery
Food,Fast Food
Food,Desserts
Food,Fast Food
Food,Desserts
"Active Life, Arts&Entertainment, Food","Adult Education, Local Flavor, Social Clubs"
Food,Fast Food
Food,"American, Mexican"
Night Life,Bars
Food,American
Food,American
Food,Japanese
Food,Seafood
Food,American
Food,"Desserts, Bakery"
Food,Mexican
Food,American
"Attractions, Food","American, Venues & Event Spaces"
Food,Fast Food
Food,Mexican
Food,Caf??
Food,"Breakfast & Brunch, American, Fast Food"
"Night Life, Food","Tapas, Lounges"
Food,"Coffee & Tea, Fast Food"
Food,Fast Food
Food,"Restaurants, American, Fast Food"
Food,American
Food,"Desserts, Bakery"
Food,Caribbean
Food,"Chinese, American, Japanese"
Attraction,Landmarks & Historical Buildings
"Arts&Entertainment, Food","Arts & Entertainment, Local Flavor"
Food,American
Food,Seafood
Food,"Fast Food, South Asian"
Food,Local Flavor
"Shopping, Food","Organic Stores, Healthy, Desserts"
Food,Fast Food
Food,Fast Food
Food,American
Food,Bakery
Food,Local Flavor
Food,"Desserts, Bakery"
Food,"Restaurants, Barbeque"
"Night Life, Attraction","Bars, Art Galleries"
Food,"Snacks, Ice Cream & Frozen Yogurt"
Food,Bakery
Food,Bakery
Food,Fast Food
Food,Desserts
Food,Fast Food
Food,Desserts
"Active Life, Arts&Entertainment, Food","Adult Education, Local Flavor, Social Clubs"
Food,Fast Food
Food,"American, Mexican"
Night Life,Bars
Food,American
Food,American
Food,Japanese
Food,Seafood
Food,American
Food,"Desserts, Bakery"
Shopping,Chicken Shop
Food,American
Food,Fast Food
Food,"Restaurants, Breakfast & Brunch"
Food,Fast Food
Food,"Restaurants, American, Fast Food"
Food,American
Food,"Desserts, Bakery"
Food,Caribbean
Food,"Chinese, American, Japanese"
Attraction,Landmarks & Historical Buildings
"Arts&Entertainment, Food","Arts & Entertainment, Local Flavor"
Food,American
Food,Seafood
Food,"Fast Food, South Asian"
Food,Local Flavor
"Shopping, Food","Organic Stores, Healthy, Desserts"
Food,Fast Food
Food,Fast Food
Food,American
Food,Bakery
Food,Local Flavor
Food,"Desserts, Bakery"
Food,"Restaurants, Barbeque"
"Night Life, Attraction","Bars, Art Galleries"
Food,"Snacks, Ice Cream & Frozen Yogurt"
Food,Bakery
Food,Bakery
Food,Fast Food
Food,Desserts
Food,Fast Food
Food,Desserts
"Active Life, Arts&Entertainment, Food","Adult Education, Local Flavor, Social Clubs"
Food,Fast Food
Food,"American, Mexican"
Night Life,Bars
Food,American
Food,American
Food,Japanese
Food,Seafood
Food,American
Food,"Desserts, Bakery"
Food,Spanish
"Attractions, Food","Local Flavor, Festivals"
Food,European
Food,Restaurants
"Night Life, Food","Tapas, Pubs"
Night Life,Pubs
Food,Spanish
Food,Spanish
Food,"Restaurants, Spanish"
Food,Spanish
Night Life,Pubs
Food,American
Food,"Coffee & Tea, Snacks"
NULL,NULL
Food,Spanish
Food,Spanish
Food,Spanish
Food,Restaurants
Food,Fast Food
Food,"Caf??, Spanish"
Food,Restaurants
Night Life,Pubs
Night Life,Beer Bar
Food,Spanish
Food,Bakery
"Night Life, Food","Wine Bars, American"
Food,Spanish
Food,"Tapas, Spanish"
Food,Coffee & Tea
Night Life,Wine Bars
Night Life,Bars
Food,"Desserts, Bakery"
Food,Restaurants
"Night Life, Food","Wine Bars, Spanish"
"Active Life, Attraction","Museums, Churches"
Food,Spanish
Food,Restaurants
Food,Coffee & Tea
Night Life,Beer Bar
Food,African
Food,Coffee & Tea
Active Life,Parks
Food,Spanish
Food,Ice Cream & Frozen Yogurt
Food,European
Food,Spanish
Night Life,Bars
NULL,NULL
Food,Spanish
Food,European
Food,Coffee & Tea
"Night Life, Food","Dive Bars, Spanish"
Food,Caf??
Food,Spanish
Food,Spanish
Food,"European, Spanish, Fast Food"
Food,American
Food,Spanish
"Night Life, Food","Beer, European, Lounges"
Food,Spanish
Food,Coffee & Tea
Food,"American, Fast Food"
Night Life,Beer Bar
Food,"Asian, South Asian"
Food,Mediterranean
Food,Mexican
"Night Life, Food","Breakfast & Brunch, Spanish, Beer Bar"
Food,Restaurants
"Night Life, Food","Spanish, Beer Bar"
"Night Life, Food","Bars, Restaurants"
Food,Restaurants
Food,"Bakery, Spanish"
Food,"Restaurants, Spanish"
Food,Spanish
Food,"Tapas, French"
Food,Coffee & Tea
Food,European
Attraction,Museums
Night Life,Pubs
Food,Mexican
"Night Life, Arts&Entertainment","Bars, Music Venues"
Food,Spanish
Night Life,Pubs
"Night Life, Food","Bars, Spanish"
Food,Bakery
Food,Spanish
Food,Spanish
Food,Spanish
Food,Ice Cream & Frozen Yogurt
Food,"American, Spanish"
Food,Spanish
Food,"Tapas, Breakfast & Brunch"
Food,"Tapas, Spanish"
Food,Bakery
Food,Pizza
Food,Chinese
Food,Spanish
Food,Caf??
Food,Spanish
Night Life,Pubs
Night Life,Pubs
Food,Fast Food
Food,Restaurants
Food,Caf??
Food,"Caf??, Desserts"
Food,American
Food,Spanish
Food,Spanish
"NULL, Food","Restaurants, NULL"
"Night Life, Food","Breweries, Tapas, Spanish"
Food,European
Food,"Mediterranean, American, Spanish"
Active Life,Parks
Food,Chinese
Food,Restaurants
Food,American
Food,"Caf??, Spanish"
Night Life,Pubs
Night Life,Bars
Attraction,Landmarks & Historical Buildings
Food,Restaurants
Food,Spanish
Food,South American
Food,Coffee & Tea
Food,Restaurants
Food,Spanish
Food,American
Food,Restaurants
Night Life,Pubs
Food,Spanish
Food,Spanish
Food,Coffee & Tea
Food,Restaurants
Night Life,Bars
Food,Spanish
Night Life,Bars
Night Life,Pubs
Food,Spanish
Food,Fast Food
Night Life,Pubs
Food,Restaurants
Food,Mexican
"Night Life, Food","Bars, Coffee & Tea"
Food,"Asian, Fast Food"
Food,Spanish
Food,Restaurants
Food,Spanish
Food,"Spanish, Fast Food"
Food,Fast Food
Food,Chinese
"Night Life, Food","Mediterranean, Wine Bars"
Food,Spanish
Food,Restaurants
Food,Tapas
"Night Life, Food","Wine Bars, Spanish"
Food,Coffee & Tea
Food,Pizza
Night Life,Pubs
"Night Life, Food","Pubs, Food"
Night Life,Beer Bar
Food,Spanish
Food,European
Food,Restaurants
Food,Restaurants
Food,"Caf??, Bakery"
Food,Restaurants
Food,Spanish
Night Life,Bars
Night Life,Bars
Food,"European, Pizza"
Food,Spanish
Food,Spanish
Food,Bakery
"NULL, Food","Restaurants, Hostels"
"Night Life, Food","Spanish, Fast Food, Beer Bar"
Food,Restaurants
Food,Fast Food
Night Life,Pubs
Food,Coffee & Tea
Night Life,Beer Bar
Food,European
Night Life,Pubs
Food,Mexican
Food,European
Food,Restaurants
Food,"American, Spanish"
Food,Fast Food
Food,Chinese
Food,Restaurants
Food,Restaurants
Food,Restaurants
Food,Spanish
Food,Spanish
Night Life,Pubs
Food,"Healthy, Bakery"
"Night Life, Food","Coffee & Tea, Pubs"
Night Life,Pubs
Night Life,Pubs
Food,Spanish
Night Life,Bars
Food,Restaurants
Food,Coffee & Tea
Night Life,Pubs
Food,Coffee & Tea
Food,Chinese
Food,Restaurants
Food,Spanish
Food,"Spanish, Seafood"
Food,Restaurants
Food,Spanish
Night Life,Pubs
Food,Restaurants
Night Life,Pubs
Food,Restaurants
Food,Mediterranean
Food,Fast Food
Food,Japanese
Food,Coffee & Tea
Food,Restaurants
Food,Spanish
"Night Life, Food","Cocktail Bars, Spanish"
Food,"European, Seafood"
"Night Life, Food","Cocktail Bars, Caf??, Fast Food"
"Night Life, Food","Cocktail Bars, American"
Food,"Desserts, American"
Food,Coffee & Tea
"Night Life, Food","Bars, American"
Food,Caf??
Food,Caf??
Food,Fast Food
Food,Coffee & Tea
Food,Coffee & Tea
Food,Local Flavor
Food,Fast Food
Food,African
"Attractions, Food","Breakfast & Brunch, Juice Bars & Smoothies, Venues & Event Spaces"
Food,Fast Food
Food,"Healthy, Breakfast & Brunch, Fast Food"
Food,American
Food,Fast Food
Food,"Healthy, American, Fast Food"
Food,Local Flavor
Food,"Healthy, Fast Food"
Food,"Deli, Fast Food"
Food,"Breakfast & Brunch, American, Fast Food"
Food,"Coffee & Tea, Fast Food"
Food,"Asian, Chinese"
Food,"European, Pizza"
Food,"Restaurants, Japanese"
Food,Seafood
Food,South Asian
"Night Life, Food","Wine Bars, European"
Active Life,Parks
Food,"Asian, Breakfast & Brunch, South Asian"
Food,Korean
Food,"Seafood, South Asian"
Food,Mexican
Food,"Juice Bars & Smoothies, Fast Food, South Asian"
Food,Mexican
Food,South Asian
Food,Seafood
Food,"European, Pizza"
Food,"Indian, Middle Eastern"
Food,"Japanese, South Asian"
Food,"Desserts, Coffee & Tea"
Food,Indian
Food,American
Food,Mexican
Food,Caribbean
Food,Chinese
Food,South Asian
Food,Japanese
Food,"Mexican, Seafood"
Food,Pizza
Food,"American, Seafood"
Food,"Coffee&Tea, Ice Cream & Frozen Yogurt"
"Food, Shopping","Deli, Meat Shops, Fast Food"
Food,"Restaurants, Healthy, Fast Food"
Food,"Chinese, Fast Food"
Food,"Mexican, Fast Food"
Food,"Deli, Fast Food"
Food,"American, Chinese"
Food,"Desserts, American"
"Night Life, Food","Sports Bars, Seafood, Fast Food"
Food,"Coffee & Tea, Deli"
Food,"American, Deli, Fast Food"
Food,"Restaurants, Pizza"
Food,Local Flavor
Food,American
Night Life,Sports Bars
Food,Mexican
"Night Life, Food","African, Lounges, Hookah Bars"
Food,Fast Food
Food,"European, Pizza, Fast Food"
Active Life,"Parks, Soccer, Playgrounds"
Food,American
Food,"American, Seafood, Fast Food"
Food,Deli
"Night Life, Active Life","Sports Bars, Pool Halls"
Active Life,Parks
Food,Mexican
"Night Life, Food","Restaurants, Lounges"
Food,"Healthy, Fast Food"
Food,Restaurants
Food,Fast Food
Food,"Coffee & Tea, Fast Food"
Food,Fast Food
Food,Pizza
Food,Mexican
"Shopping, Food","International Grocery, Bakery, Butcher"
Food,Mexican
Food,Japanese
Food,Restaurants
Night Life,Lounges
Food,South Asian
Food,Bakery
"Night Life, Food","American, Lounges"
Food,Deli
Food,"American, Pizza"
"Night Life, Food","Bars, European"
Food,Coffee & Tea
Food,Japanese
Food,Fast Food
Food,"Desserts, Bakery"
Food,Breakfast & Brunch
Food,Restaurants
Food,Restaurants
Food,American
Food,Restaurants
Food,Restaurants
Food,"American, Brazilian"
Food,"Mediterranean, Middle Eastern"
Food,Japanese
"Night Life, Food","American, Sports Bars, Fast Food"
Food,European
Food,Japanese
Food,"Restaurants, Breakfast & Brunch, American"
"Night Life, Food","American, Pubs"
Food,Fast Food
"Night Life, Food","Sports Bars, American, Hookah Bars"
Food,"Seafood, Fast Food"
Food,Fast Food
Food,African
Food,Fast Food
Food,"Restaurants, Breakfast & Brunch, American"
Food,Chinese
Food,"Seafood, Fast Food"
Food,"Desserts, American, Brazilian"
Food,"Fast Food, Middle Eastern"
Food,Mexican
Food,Coffee & Tea
Food,Fast Food
Food,"Coffee & Tea, Deli"
Food,Fast Food
Food,Chinese
Food,African
Food,Mexican
Food,"Coffee & Tea, Fast Food"
Food,Breakfast & Brunch
Food,Pizza
Food,"European, Pizza, Fast Food"
Food,Fast Food
Food,Mexican
Food,"Restaurants, Fast Food"
Food,Caf??
Food,"Healthy, Seafood, Fast Food"
Food,"Japanese, South Asian"
Active Life,Parks
Night Life,Hookah Bars
Active Life,"Golf, Golf Lessons"
Food,"Pizza, Fast Food"
Food,Chinese
Active Life,Dog Parks
Night Life,Bars
Food,"Desserts, Bakery"
"NULL, Food","Wedding Planning, Desserts, American"
Food,"Caf??, Breakfast & Brunch"
Food,"Restaurants, Barbeque, Seafood"
Food,"European, Pizza"
Food,"Healthy, Seafood, Fast Food"
Food,"Desserts, Seafood"
Food,Japanese
Food,"Restaurants, American"
Night Life,Sports Bars
Food,Fast Food
Food,Fast Food
Food,"Desserts, Ice Cream & Frozen Yogurt, Fast Food"
"Night Life, Food","Tapas, Lounges, Hookah Bars"
Food,Pizza
Food,"Desserts, Bakery, Ice Cream & Frozen Yogurt"
Food,"Healthy, Deli, Fast Food"
Food,"Japanese, Chinese"
Food,"American, Seafood"
Food,"American, Barbeque"
"Shopping, Food","Desserts, Bakery, Patisserie/Cake Shop"
Food,Fast Food
Food,Caribbean
Food,Seafood
Food,Ice Cream & Frozen Yogurt
Food,"Caribbean, Healthy, Seafood"
Food,American
Food,Fast Food
Food,Seafood
"Attractions, Food","Juice Bars & Smoothies, Venues & Event Spaces, Deli"
"Food, Shopping","Desserts, Grocery"
Food,"Healthy, Pizza, Fast Food"
Food,Coffee & Tea
Food,"Seafood, Fast Food"
Food,"American, Fast Food"
"Night Life, Food","Bars, American, Mexican"
Active Life,Dog Parks
Food,"Restaurants, Barbeque, Seafood"
Food,"Chinese, Fast Food"
Food,"Healthy, Fast Food"
Food,Deli
Food,Chinese
Food,"Seafood, Fast Food"
Food,Fast Food
Food,"Mexican, Fast Food"
Food,Mexican
Food,Pizza
Food,"American, Fast Food"
Food,"Deli, Fast Food"
Food,Chinese
Food,Chinese
Food,Fast Food
Food,Restaurants
Food,"Mexican, Fast Food"
Food,"American, Fast Food"
Food,"Coffee & Tea, Fast Food"
"Night Life, Food","American, Lounges, Sports Bars"
Food,"Pasta, Pizza, Fast Food"
Food,Pizza
Food,Fast Food
Food,Chinese
Food,"Pizza, Fast Food"
Food,"Healthy, Pizza, Fast Food"
Food,"Pizza, Fast Food"
Food,"Restaurants, Breakfast & Brunch, American"
Food,"Desserts, Fast Food"
Food,Ice Cream & Frozen Yogurt
Food,"Ice Cream & Frozen Yogurt, Fast Food"
Active Life,Golf
Food,"Healthy, Pizza, Fast Food"
Food,Fast Food
Food,Fast Food
Active Life,Golf
Food,Fast Food
Food,Fast Food
Food,"American, Seafood, Fast Food"
Food,"American, Fast Food, Middle Eastern"
Food,Pizza
Food,Seafood
Food,Deli
Food,Coffee & Tea
Food,American
Food,Fast Food
"Attractions, Food","American, Venues & Event Spaces"
Food,Mexican
Food,Caf??
Food,"Breakfast & Brunch, American, Fast Food"
"Night Life, Food","Tapas, Lounges"
Food,"Coffee & Tea, Fast Food"
Food,Fast Food
Food,"Restaurants, American, Fast Food"
Food,American
Food,"Desserts, Bakery"
Food,Caribbean
Food,"Chinese, American, Japanese"
Attraction,Landmarks & Historical Buildings
"Arts&Entertainment, Food","Arts & Entertainment, Local Flavor"
Food,American
Food,Seafood
Food,"Fast Food, South Asian"
Food,Local Flavor
"Shopping, Food","Organic Stores, Healthy, Desserts"
Food,Fast Food
Food,Fast Food
Food,American
Food,Bakery
Food,Local Flavor
Food,"Desserts, Bakery"
Food,"Restaurants, Barbeque"
"Night Life, Attraction","Bars, Art Galleries"
Food,"Snacks, Ice Cream & Frozen Yogurt"
Food,Bakery
Food,Bakery
Food,Fast Food
Food,Desserts
